ModelNet Loading
------ (9840, 2048, 3) (9840, 1)
------ (2468, 2048, 3) (2468, 1)
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39] [100  50 100  20 100 100  20 100 100  20  20  20  86  20  86  20 100 100
  20  20  20 100 100  86  20 100 100  20 100  20 100  20  20 100  20 100
 100 100  20  20]
[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39] [100  50 100  20 100 100  20 100 100  20  20  20  86  20  86  20 100 100
  20  20  20 100 100  86  20 100 100  20 100  20 100  20  20 100  20 100
 100 100  20  20]
(9840, 2048, 3)
(2468, 2048, 3)
Cuda available :-  True

device cuda 

*************** New model ***************
num_classes 40
Details: embed_dim = 64 num_heads = 16 num_induce = 128 stack = 3 dropout = 0.05 use_layernorm =  True pre_layernorm =  False
val_subsample_size:  128

bs: 32 ss 256 

 Epoch [1/250], Train Loss: 3.6810, Train Accuracy: 0.0371, Train F1: 0.0266, Validation Loss: 3.2584,Validation Accuracy: 0.1110, Val F1: 0.0371
 Epoch [150/250], Train Loss: 0.6327, Train Accuracy: 0.7984, Train F1: 0.7956, Validation Loss: 0.8048,Validation Accuracy: 0.7528, Val F1: 0.6907
 Epoch [151/250], Train Loss: 0.6460, Train Accuracy: 0.7926, Train F1: 0.7890, Validation Loss: 0.7784,Validation Accuracy: 0.7536, Val F1: 0.6866
 Epoch [152/250], Train Loss: 0.6072, Train Accuracy: 0.7965, Train F1: 0.7944, Validation Loss: 0.8924,Validation Accuracy: 0.7257, Val F1: 0.6563
 Epoch [153/250], Train Loss: 0.6291, Train Accuracy: 0.8000, Train F1: 0.7963, Validation Loss: 0.8539,Validation Accuracy: 0.7293, Val F1: 0.6672
 Epoch [154/250], Train Loss: 0.6135, Train Accuracy: 0.7902, Train F1: 0.7870, Validation Loss: 0.8196,Validation Accuracy: 0.7387, Val F1: 0.6782
 Epoch [155/250], Train Loss: 0.6620, Train Accuracy: 0.7793, Train F1: 0.7760, Validation Loss: 0.9233,Validation Accuracy: 0.7184, Val F1: 0.6521
 Epoch [156/250], Train Loss: 0.6354, Train Accuracy: 0.7859, Train F1: 0.7815, Validation Loss: 0.8040,Validation Accuracy: 0.7504, Val F1: 0.6918
 Epoch [157/250], Train Loss: 0.6361, Train Accuracy: 0.7855, Train F1: 0.7815, Validation Loss: 0.8824,Validation Accuracy: 0.7273, Val F1: 0.6664
 Epoch [158/250], Train Loss: 0.6431, Train Accuracy: 0.7801, Train F1: 0.7783, Validation Loss: 0.8409,Validation Accuracy: 0.7508, Val F1: 0.6824
 Epoch [159/250], Train Loss: 0.6284, Train Accuracy: 0.7852, Train F1: 0.7819, Validation Loss: 0.8116,Validation Accuracy: 0.7557, Val F1: 0.6891
 Epoch [160/250], Train Loss: 0.5893, Train Accuracy: 0.8016, Train F1: 0.7985, Validation Loss: 0.9477,Validation Accuracy: 0.7143, Val F1: 0.6507
 Epoch [161/250], Train Loss: 0.6651, Train Accuracy: 0.7758, Train F1: 0.7708, Validation Loss: 0.8039,Validation Accuracy: 0.7439, Val F1: 0.6829
 Epoch [162/250], Train Loss: 0.6007, Train Accuracy: 0.7910, Train F1: 0.7885, Validation Loss: 0.7790,Validation Accuracy: 0.7561, Val F1: 0.6933
 Epoch [163/250], Train Loss: 0.5842, Train Accuracy: 0.8098, Train F1: 0.8074, Validation Loss: 0.8123,Validation Accuracy: 0.7573, Val F1: 0.6949
 Epoch [164/250], Train Loss: 0.6219, Train Accuracy: 0.7926, Train F1: 0.7892, Validation Loss: 0.8477,Validation Accuracy: 0.7451, Val F1: 0.6746
 Epoch [165/250], Train Loss: 0.6030, Train Accuracy: 0.7941, Train F1: 0.7913, Validation Loss: 0.9520,Validation Accuracy: 0.7119, Val F1: 0.6430
 Epoch [166/250], Train Loss: 0.5897, Train Accuracy: 0.7957, Train F1: 0.7928, Validation Loss: 0.8225,Validation Accuracy: 0.7488, Val F1: 0.6864
 Epoch [167/250], Train Loss: 0.6078, Train Accuracy: 0.7891, Train F1: 0.7871, Validation Loss: 0.8489,Validation Accuracy: 0.7492, Val F1: 0.6849
 Epoch [168/250], Train Loss: 0.6163, Train Accuracy: 0.7937, Train F1: 0.7909, Validation Loss: 0.8217,Validation Accuracy: 0.7468, Val F1: 0.6794
 Epoch [169/250], Train Loss: 0.6097, Train Accuracy: 0.8020, Train F1: 0.7987, Validation Loss: 0.8202,Validation Accuracy: 0.7528, Val F1: 0.6908
 Epoch [170/250], Train Loss: 0.6075, Train Accuracy: 0.7867, Train F1: 0.7841, Validation Loss: 0.8052,Validation Accuracy: 0.7622, Val F1: 0.7028
 Epoch [171/250], Train Loss: 0.5867, Train Accuracy: 0.8051, Train F1: 0.8019, Validation Loss: 0.8412,Validation Accuracy: 0.7516, Val F1: 0.6828
 Epoch [172/250], Train Loss: 0.5709, Train Accuracy: 0.8023, Train F1: 0.7983, Validation Loss: 0.8134,Validation Accuracy: 0.7524, Val F1: 0.6843
 Epoch [173/250], Train Loss: 0.5770, Train Accuracy: 0.8008, Train F1: 0.7981, Validation Loss: 0.8990,Validation Accuracy: 0.7350, Val F1: 0.6755
 Epoch [174/250], Train Loss: 0.5915, Train Accuracy: 0.7891, Train F1: 0.7851, Validation Loss: 0.8845,Validation Accuracy: 0.7427, Val F1: 0.6732
 Epoch [175/250], Train Loss: 0.5927, Train Accuracy: 0.7992, Train F1: 0.7960, Validation Loss: 0.8562,Validation Accuracy: 0.7484, Val F1: 0.6788
 Epoch [176/250], Train Loss: 0.6089, Train Accuracy: 0.7980, Train F1: 0.7939, Validation Loss: 0.7857,Validation Accuracy: 0.7682, Val F1: 0.7040
 Epoch [177/250], Train Loss: 0.5939, Train Accuracy: 0.7895, Train F1: 0.7861, Validation Loss: 0.8736,Validation Accuracy: 0.7512, Val F1: 0.6818
 Epoch [178/250], Train Loss: 0.6152, Train Accuracy: 0.7832, Train F1: 0.7792, Validation Loss: 0.8715,Validation Accuracy: 0.7354, Val F1: 0.6707
 Epoch [179/250], Train Loss: 0.5878, Train Accuracy: 0.7996, Train F1: 0.7953, Validation Loss: 0.8361,Validation Accuracy: 0.7541, Val F1: 0.6852
 Epoch [180/250], Train Loss: 0.5778, Train Accuracy: 0.8090, Train F1: 0.8054, Validation Loss: 0.9368,Validation Accuracy: 0.7285, Val F1: 0.6559
 Epoch [181/250], Train Loss: 0.5768, Train Accuracy: 0.7902, Train F1: 0.7888, Validation Loss: 0.8030,Validation Accuracy: 0.7609, Val F1: 0.6913
 Epoch [182/250], Train Loss: 0.6075, Train Accuracy: 0.7934, Train F1: 0.7907, Validation Loss: 0.8945,Validation Accuracy: 0.7220, Val F1: 0.6585
 Epoch [183/250], Train Loss: 0.6103, Train Accuracy: 0.7934, Train F1: 0.7896, Validation Loss: 0.7855,Validation Accuracy: 0.7642, Val F1: 0.6888
 Epoch [184/250], Train Loss: 0.5836, Train Accuracy: 0.8027, Train F1: 0.7996, Validation Loss: 0.8585,Validation Accuracy: 0.7370, Val F1: 0.6763
 Epoch [185/250], Train Loss: 0.6343, Train Accuracy: 0.7883, Train F1: 0.7841, Validation Loss: 0.8238,Validation Accuracy: 0.7459, Val F1: 0.6802
 Epoch [186/250], Train Loss: 0.5954, Train Accuracy: 0.7934, Train F1: 0.7910, Validation Loss: 0.8812,Validation Accuracy: 0.7310, Val F1: 0.6614
 Epoch [187/250], Train Loss: 0.6171, Train Accuracy: 0.7879, Train F1: 0.7850, Validation Loss: 0.7850,Validation Accuracy: 0.7601, Val F1: 0.6903
 Epoch [188/250], Train Loss: 0.5782, Train Accuracy: 0.8039, Train F1: 0.8014, Validation Loss: 0.8307,Validation Accuracy: 0.7451, Val F1: 0.6776
 Epoch [189/250], Train Loss: 0.5376, Train Accuracy: 0.8207, Train F1: 0.8176, Validation Loss: 0.7815,Validation Accuracy: 0.7545, Val F1: 0.6897
 Epoch [190/250], Train Loss: 0.5755, Train Accuracy: 0.8035, Train F1: 0.8001, Validation Loss: 0.7600,Validation Accuracy: 0.7654, Val F1: 0.6995
 Epoch [191/250], Train Loss: 0.5593, Train Accuracy: 0.8145, Train F1: 0.8115, Validation Loss: 0.7596,Validation Accuracy: 0.7771, Val F1: 0.6987
 Epoch [192/250], Train Loss: 0.5743, Train Accuracy: 0.8043, Train F1: 0.8015, Validation Loss: 0.8505,Validation Accuracy: 0.7451, Val F1: 0.6836
 Epoch [193/250], Train Loss: 0.6070, Train Accuracy: 0.7895, Train F1: 0.7870, Validation Loss: 0.8001,Validation Accuracy: 0.7589, Val F1: 0.6943
 Epoch [194/250], Train Loss: 0.5941, Train Accuracy: 0.8004, Train F1: 0.7985, Validation Loss: 0.8429,Validation Accuracy: 0.7472, Val F1: 0.6797
 Epoch [195/250], Train Loss: 0.6145, Train Accuracy: 0.7926, Train F1: 0.7891, Validation Loss: 0.8024,Validation Accuracy: 0.7630, Val F1: 0.6893
 Epoch [196/250], Train Loss: 0.6032, Train Accuracy: 0.7937, Train F1: 0.7900, Validation Loss: 0.8805,Validation Accuracy: 0.7382, Val F1: 0.6701
 Epoch [197/250], Train Loss: 0.5618, Train Accuracy: 0.8078, Train F1: 0.8043, Validation Loss: 0.7888,Validation Accuracy: 0.7581, Val F1: 0.6847
 Epoch [198/250], Train Loss: 0.6055, Train Accuracy: 0.7969, Train F1: 0.7946, Validation Loss: 0.8995,Validation Accuracy: 0.7139, Val F1: 0.6481
 Epoch [199/250], Train Loss: 0.5610, Train Accuracy: 0.8066, Train F1: 0.8046, Validation Loss: 0.8011,Validation Accuracy: 0.7492, Val F1: 0.6832
 Epoch [200/250], Train Loss: 0.5578, Train Accuracy: 0.8113, Train F1: 0.8083, Validation Loss: 0.7959,Validation Accuracy: 0.7674, Val F1: 0.6955
 Epoch [201/250], Train Loss: 0.5827, Train Accuracy: 0.8059, Train F1: 0.8031, Validation Loss: 0.8362,Validation Accuracy: 0.7459, Val F1: 0.6855
 Epoch [202/250], Train Loss: 0.5615, Train Accuracy: 0.7949, Train F1: 0.7931, Validation Loss: 0.7823,Validation Accuracy: 0.7626, Val F1: 0.7048
 Epoch [203/250], Train Loss: 0.5434, Train Accuracy: 0.8137, Train F1: 0.8110, Validation Loss: 0.8113,Validation Accuracy: 0.7557, Val F1: 0.6864
 Epoch [204/250], Train Loss: 0.5634, Train Accuracy: 0.8000, Train F1: 0.7964, Validation Loss: 0.8198,Validation Accuracy: 0.7589, Val F1: 0.6985
 Epoch [205/250], Train Loss: 0.5592, Train Accuracy: 0.7980, Train F1: 0.7948, Validation Loss: 0.7907,Validation Accuracy: 0.7638, Val F1: 0.6974
 Epoch [206/250], Train Loss: 0.5640, Train Accuracy: 0.8098, Train F1: 0.8064, Validation Loss: 0.8126,Validation Accuracy: 0.7609, Val F1: 0.7068
 Epoch [207/250], Train Loss: 0.6065, Train Accuracy: 0.7992, Train F1: 0.7969, Validation Loss: 0.8284,Validation Accuracy: 0.7561, Val F1: 0.6796
 Epoch [208/250], Train Loss: 0.5997, Train Accuracy: 0.7910, Train F1: 0.7884, Validation Loss: 0.8429,Validation Accuracy: 0.7435, Val F1: 0.6823
 Epoch [209/250], Train Loss: 0.5708, Train Accuracy: 0.8023, Train F1: 0.7999, Validation Loss: 0.8251,Validation Accuracy: 0.7569, Val F1: 0.6897
 Epoch [210/250], Train Loss: 0.5911, Train Accuracy: 0.8000, Train F1: 0.7965, Validation Loss: 0.9212,Validation Accuracy: 0.7334, Val F1: 0.6639
 Epoch [211/250], Train Loss: 0.5795, Train Accuracy: 0.7902, Train F1: 0.7864, Validation Loss: 0.8764,Validation Accuracy: 0.7350, Val F1: 0.6645
 Epoch [212/250], Train Loss: 0.5705, Train Accuracy: 0.8031, Train F1: 0.8002, Validation Loss: 0.8318,Validation Accuracy: 0.7443, Val F1: 0.6836
 Epoch [213/250], Train Loss: 0.5556, Train Accuracy: 0.8113, Train F1: 0.8070, Validation Loss: 0.8682,Validation Accuracy: 0.7382, Val F1: 0.6736
 Epoch [214/250], Train Loss: 0.5853, Train Accuracy: 0.8074, Train F1: 0.8055, Validation Loss: 0.8196,Validation Accuracy: 0.7553, Val F1: 0.6800
 Epoch [215/250], Train Loss: 0.5453, Train Accuracy: 0.8094, Train F1: 0.8069, Validation Loss: 0.8048,Validation Accuracy: 0.7630, Val F1: 0.6955
 Epoch [216/250], Train Loss: 0.5521, Train Accuracy: 0.8125, Train F1: 0.8095, Validation Loss: 0.8137,Validation Accuracy: 0.7601, Val F1: 0.6995
 Epoch [217/250], Train Loss: 0.5408, Train Accuracy: 0.8227, Train F1: 0.8197, Validation Loss: 0.8173,Validation Accuracy: 0.7516, Val F1: 0.6894
 Epoch [218/250], Train Loss: 0.5621, Train Accuracy: 0.8109, Train F1: 0.8079, Validation Loss: 0.8875,Validation Accuracy: 0.7249, Val F1: 0.6615
 Epoch [219/250], Train Loss: 0.5753, Train Accuracy: 0.8016, Train F1: 0.7995, Validation Loss: 0.8805,Validation Accuracy: 0.7455, Val F1: 0.6873
 Epoch [220/250], Train Loss: 0.5367, Train Accuracy: 0.8164, Train F1: 0.8134, Validation Loss: 0.7894,Validation Accuracy: 0.7642, Val F1: 0.6960
 Epoch [221/250], Train Loss: 0.5684, Train Accuracy: 0.8059, Train F1: 0.8026, Validation Loss: 0.8984,Validation Accuracy: 0.7289, Val F1: 0.6706
 Epoch [222/250], Train Loss: 0.5374, Train Accuracy: 0.8160, Train F1: 0.8139, Validation Loss: 0.7873,Validation Accuracy: 0.7597, Val F1: 0.6870
 Epoch [223/250], Train Loss: 0.5708, Train Accuracy: 0.8004, Train F1: 0.7986, Validation Loss: 0.8281,Validation Accuracy: 0.7699, Val F1: 0.7054
 Epoch [224/250], Train Loss: 0.5796, Train Accuracy: 0.7996, Train F1: 0.7951, Validation Loss: 0.8879,Validation Accuracy: 0.7350, Val F1: 0.6636
 Epoch [225/250], Train Loss: 0.6097, Train Accuracy: 0.7953, Train F1: 0.7928, Validation Loss: 0.7984,Validation Accuracy: 0.7573, Val F1: 0.6916
 Epoch [226/250], Train Loss: 0.5573, Train Accuracy: 0.8070, Train F1: 0.8051, Validation Loss: 0.8215,Validation Accuracy: 0.7577, Val F1: 0.6903
 Epoch [227/250], Train Loss: 0.5644, Train Accuracy: 0.8137, Train F1: 0.8106, Validation Loss: 0.8629,Validation Accuracy: 0.7492, Val F1: 0.6852
 Epoch [228/250], Train Loss: 0.5722, Train Accuracy: 0.8078, Train F1: 0.8046, Validation Loss: 0.8899,Validation Accuracy: 0.7395, Val F1: 0.6675
 Epoch [229/250], Train Loss: 0.5784, Train Accuracy: 0.8109, Train F1: 0.8076, Validation Loss: 0.7645,Validation Accuracy: 0.7666, Val F1: 0.7051
 Epoch [230/250], Train Loss: 0.5725, Train Accuracy: 0.8109, Train F1: 0.8084, Validation Loss: 0.8470,Validation Accuracy: 0.7346, Val F1: 0.6733
 Epoch [231/250], Train Loss: 0.5526, Train Accuracy: 0.8051, Train F1: 0.8030, Validation Loss: 0.8751,Validation Accuracy: 0.7265, Val F1: 0.6633
 Epoch [232/250], Train Loss: 0.5669, Train Accuracy: 0.8051, Train F1: 0.8009, Validation Loss: 0.7718,Validation Accuracy: 0.7658, Val F1: 0.6956
 Epoch [233/250], Train Loss: 0.5605, Train Accuracy: 0.8129, Train F1: 0.8102, Validation Loss: 0.8030,Validation Accuracy: 0.7626, Val F1: 0.6909
 Epoch [234/250], Train Loss: 0.5251, Train Accuracy: 0.8219, Train F1: 0.8193, Validation Loss: 0.8278,Validation Accuracy: 0.7557, Val F1: 0.6841
 Epoch [235/250], Train Loss: 0.5452, Train Accuracy: 0.8137, Train F1: 0.8115, Validation Loss: 0.8398,Validation Accuracy: 0.7524, Val F1: 0.6874
 Epoch [236/250], Train Loss: 0.5453, Train Accuracy: 0.8141, Train F1: 0.8120, Validation Loss: 0.8215,Validation Accuracy: 0.7435, Val F1: 0.6777
 Epoch [237/250], Train Loss: 0.5233, Train Accuracy: 0.8184, Train F1: 0.8152, Validation Loss: 0.7926,Validation Accuracy: 0.7618, Val F1: 0.6830
 Epoch [238/250], Train Loss: 0.5489, Train Accuracy: 0.8098, Train F1: 0.8078, Validation Loss: 0.7960,Validation Accuracy: 0.7597, Val F1: 0.6962
 Epoch [239/250], Train Loss: 0.5475, Train Accuracy: 0.8113, Train F1: 0.8084, Validation Loss: 0.8370,Validation Accuracy: 0.7565, Val F1: 0.6851
 Epoch [240/250], Train Loss: 0.5465, Train Accuracy: 0.8141, Train F1: 0.8118, Validation Loss: 0.7856,Validation Accuracy: 0.7646, Val F1: 0.7057
 Epoch [241/250], Train Loss: 0.5543, Train Accuracy: 0.8059, Train F1: 0.8017, Validation Loss: 0.7705,Validation Accuracy: 0.7634, Val F1: 0.6948
 Epoch [242/250], Train Loss: 0.5464, Train Accuracy: 0.8098, Train F1: 0.8072, Validation Loss: 0.8015,Validation Accuracy: 0.7593, Val F1: 0.6900
 Epoch [243/250], Train Loss: 0.5534, Train Accuracy: 0.8090, Train F1: 0.8052, Validation Loss: 0.8575,Validation Accuracy: 0.7468, Val F1: 0.6772
 Epoch [244/250], Train Loss: 0.5565, Train Accuracy: 0.8086, Train F1: 0.8050, Validation Loss: 0.7653,Validation Accuracy: 0.7731, Val F1: 0.7062
 Epoch [245/250], Train Loss: 0.5456, Train Accuracy: 0.8129, Train F1: 0.8110, Validation Loss: 0.8605,Validation Accuracy: 0.7415, Val F1: 0.6718
 Epoch [246/250], Train Loss: 0.5663, Train Accuracy: 0.8074, Train F1: 0.8059, Validation Loss: 0.7974,Validation Accuracy: 0.7638, Val F1: 0.7005
 Epoch [247/250], Train Loss: 0.5356, Train Accuracy: 0.8148, Train F1: 0.8107, Validation Loss: 0.7490,Validation Accuracy: 0.7751, Val F1: 0.7119
 Epoch [248/250], Train Loss: 0.5185, Train Accuracy: 0.8227, Train F1: 0.8203, Validation Loss: 0.7977,Validation Accuracy: 0.7601, Val F1: 0.6931
 Epoch [249/250], Train Loss: 0.5473, Train Accuracy: 0.8109, Train F1: 0.8089, Validation Loss: 0.7869,Validation Accuracy: 0.7601, Val F1: 0.6948
 Epoch [250/250], Train Loss: 0.5562, Train Accuracy: 0.8070, Train F1: 0.8038, Validation Loss: 0.8027,Validation Accuracy: 0.7605, Val F1: 0.6922
Validation accuracy: 0.11102107 0.24878444 0.27714749 0.32252836 0.33914100 0.41572123 0.41815235 0.44084279 0.49594814 0.51296596 0.49959481 0.43679092 0.51175041 0.53484603 0.50850891 0.55064830 0.53403566 0.55307942 0.55388979 0.56807131 0.61061588 0.54254457 0.60575365 0.58792545 0.63857374 0.59197731 0.62682334 0.57131280 0.62965964 0.62236629 0.62439222 0.62925446 0.63168558 0.67990276 0.64789303 0.67585089 0.65923825 0.68476499 0.68233387 0.68233387 0.65113452 0.67828201 0.66653160 0.67220421 0.68395462 0.63047002 0.67504052 0.70299838 0.64667747 0.69448947 0.68841167 0.66085900 0.69246353 0.69043760 0.69367909 0.69408428 0.69489465 0.68071313 0.65316045 0.68679092 0.72163695 0.71231767 0.70097245 0.70218801 0.67828201 0.66166937 0.70988655 0.69894652 0.68719611 0.68192869 0.69975689 0.72163695 0.69408428 0.70542950 0.70259319 0.70583468 0.71434360 0.72001621 0.73581848 0.71758509 0.70907618 0.69935170 0.70380875 0.71150729 0.72487844 0.70502431 0.70421394 0.72690438 0.72893031 0.71069692 0.69367909 0.72123177 0.69084279 0.69124797 0.72042139 0.72487844 0.71515397 0.74675851 0.73784441 0.72082658 0.73257699 0.71839546 0.73824959 0.70705024 0.73743922 0.74189627 0.73136143 0.70948136 0.73460292 0.71393841 0.71799028 0.72690438 0.74473258 0.72974068 0.72690438 0.71920583 0.72082658 0.74716370 0.73014587 0.73055105 0.73946515 0.73905997 0.73581848 0.74797407 0.72649919 0.72933549 0.73298217 0.77106969 0.68719611 0.71758509 0.73055105 0.72285251 0.75364668 0.75405186 0.73622366 0.76418152 0.73217180 0.74837925 0.74756888 0.75283630 0.75283630 0.73500810 0.73987034 0.72123177 0.72771475 0.74756888 0.73784441 0.75810373 0.71555916 0.75283630 0.75364668 0.72568882 0.72933549 0.73865478 0.71839546 0.75040519 0.72730956 0.75081037 0.75567261 0.71434360 0.74392220 0.75607780 0.75729335 0.74513776 0.71191248 0.74878444 0.74918963 0.74675851 0.75283630 0.76215559 0.75162075 0.75243112 0.73500810 0.74270665 0.74837925 0.76823339 0.75121556 0.73541329 0.75405186 0.72852512 0.76094003 0.72204214 0.76418152 0.73703404 0.74594814 0.73095624 0.76012966 0.74513776 0.75445705 0.76539708 0.77714749 0.74513776 0.75891410 0.74716370 0.76296596 0.73824959 0.75810373 0.71393841 0.74918963 0.76742301 0.74594814 0.76256078 0.75567261 0.75891410 0.76377634 0.76094003 0.75607780 0.74351702 0.75688817 0.73338736 0.73500810 0.74432739 0.73824959 0.75526742 0.76296596 0.76012966 0.75162075 0.72487844 0.74554295 0.76418152 0.72893031 0.75972447 0.76985413 0.73500810 0.75729335 0.75769854 0.74918963 0.73946515 0.76661264 0.73460292 0.72649919 0.76580227 0.76256078 0.75567261 0.75243112 0.74351702 0.76175041 0.75972447 0.75648298 0.76458671 0.76337115 0.75931929 0.74675851 0.77309562 0.74149109 0.76377634 0.77512156 0.76012966 0.76012966 0.76053485
Train accuracy: 0.03710938 0.16406250 0.25429687 0.30703125 0.33164063 0.39218750 0.40976563 0.44804688 0.48671875 0.48828125 0.49804688 0.50000000 0.50039062 0.52070313 0.54414063 0.52460938 0.56093750 0.57695312 0.58007812 0.57226562 0.58750000 0.60546875 0.60195312 0.61875000 0.62187500 0.60039062 0.61289063 0.63828125 0.65000000 0.65937500 0.66406250 0.64296875 0.65546875 0.69179687 0.67734375 0.65664062 0.66562500 0.64179688 0.66992188 0.68789062 0.68984375 0.69179687 0.68828125 0.68125000 0.70429688 0.71914062 0.70585937 0.67968750 0.70273438 0.71132812 0.71093750 0.70898438 0.70117188 0.72421875 0.72460938 0.70898438 0.71093750 0.72070312 0.73828125 0.73085937 0.72421875 0.71445313 0.72968750 0.75078125 0.72773438 0.72265625 0.73398438 0.72617188 0.72617188 0.72265625 0.72812500 0.73437500 0.74335938 0.73085937 0.73593750 0.74101562 0.74804688 0.74804688 0.74960938 0.74843750 0.73867187 0.75039062 0.74882812 0.74687500 0.73750000 0.75546875 0.75078125 0.75000000 0.76562500 0.74531250 0.75117188 0.74296875 0.75976562 0.73554688 0.74648437 0.76718750 0.76093750 0.76328125 0.76875000 0.75390625 0.77773437 0.76640625 0.76914063 0.76132813 0.74765625 0.76210937 0.75703125 0.77617187 0.76875000 0.75820312 0.77500000 0.75312500 0.78437500 0.77226562 0.77265625 0.76367188 0.77070313 0.77734375 0.76953125 0.78437500 0.77695313 0.76796875 0.76953125 0.77265625 0.77343750 0.77578125 0.76953125 0.78593750 0.77851563 0.77773437 0.78398437 0.77500000 0.79218750 0.77617187 0.77265625 0.77187500 0.77695313 0.78906250 0.78906250 0.76484375 0.78906250 0.78906250 0.78085938 0.78867188 0.78945312 0.79414063 0.79062500 0.78867188 0.76640625 0.79843750 0.79257813 0.79648438 0.80000000 0.79023438 0.77929688 0.78593750 0.78554687 0.78007812 0.78515625 0.80156250 0.77578125 0.79101562 0.80976563 0.79257813 0.79414063 0.79570312 0.78906250 0.79375000 0.80195313 0.78671875 0.80507812 0.80234375 0.80078125 0.78906250 0.79921875 0.79804688 0.78945312 0.78320312 0.79960937 0.80898437 0.79023438 0.79335937 0.79335937 0.80273438 0.78828125 0.79335937 0.78789062 0.80390625 0.82070312 0.80351562 0.81445312 0.80429688 0.78945312 0.80039063 0.79257813 0.79375000 0.80781250 0.79687500 0.80664062 0.81132812 0.80585938 0.79492188 0.81367188 0.80000000 0.79804688 0.80976563 0.79921875 0.79101562 0.80234375 0.80000000 0.79023438 0.80312500 0.81132812 0.80742187 0.80937500 0.81250000 0.82265625 0.81093750 0.80156250 0.81640625 0.80585938 0.81601563 0.80039063 0.79960937 0.79531250 0.80703125 0.81367188 0.80781250 0.81093750 0.81093750 0.80507812 0.80507812 0.81289062 0.82187500 0.81367188 0.81406250 0.81835938 0.80976563 0.81132812 0.81406250 0.80585938 0.80976563 0.80898437 0.80859375 0.81289062 0.80742187 0.81484375 0.82265625 0.81093750 0.80703125
Validation Loss: 3.25835198 2.73169339 2.51620810 2.28694513 2.21494728 1.96623683 1.95191704 1.79831924 1.67375598 1.63002222 1.62734991 1.77325130 1.59540617 1.51033967 1.56958706 1.44314086 1.43014099 1.44195993 1.44297811 1.36396028 1.29966610 1.43091607 1.29341358 1.28974824 1.19169529 1.26040847 1.21347257 1.29748843 1.19904329 1.19974471 1.18003499 1.15947600 1.17123074 1.05967665 1.12141253 1.04854654 1.11547212 1.04139992 1.04712164 1.06341829 1.12342633 1.02100093 1.07341766 1.03099760 1.02520431 1.17679107 1.00950724 0.97350922 1.09675024 0.98110989 0.98682610 1.06882697 0.97281342 0.95739302 0.96470389 0.98844521 0.95610322 0.98632102 1.09420138 1.03010529 0.92789944 0.93789705 0.99872162 0.94905761 1.03031863 1.06130595 0.94831060 0.95018983 0.99244975 0.99537592 0.94017375 0.90154946 0.95797699 0.93250992 0.96815269 0.91462457 0.93045010 0.93350831 0.84896347 0.90526581 0.92981740 0.93297681 0.94518926 0.90649254 0.89315235 0.94179440 0.98967393 0.87050772 0.87129382 0.92973505 0.99431029 0.88122427 0.97957550 0.99899478 0.89611609 0.91089982 0.93595584 0.85057655 0.85968795 0.94198555 0.86314805 0.90288635 0.88809821 0.99529831 0.86278825 0.82676053 0.91930085 0.96150580 0.85665573 0.91628837 0.91517584 0.86520350 0.85927565 0.88070343 0.84978076 0.89360568 0.90934105 0.81373624 0.88567458 0.87148661 0.84911541 0.84169232 0.85245955 0.83316115 0.85647283 0.88601237 0.86922084 0.75970136 1.02984445 0.87467379 0.88665753 0.84772678 0.80871843 0.80892439 0.86507659 0.80801767 0.89925191 0.83955252 0.84811262 0.83349323 0.81867657 0.88758851 0.85121330 0.87518165 0.88551829 0.84430989 0.81550694 0.84986935 0.87460869 0.80475081 0.77836872 0.89240551 0.85386598 0.81956725 0.92334634 0.80404579 0.88238663 0.84090608 0.81163438 0.94767867 0.80391652 0.77900432 0.81234261 0.84773316 0.95201804 0.82250166 0.84892654 0.82174135 0.82022907 0.80520622 0.84124466 0.81336741 0.89904238 0.88453950 0.85622974 0.78569572 0.87363907 0.87152478 0.83606506 0.93684976 0.80302355 0.89451011 0.78550404 0.85846964 0.82384654 0.88115394 0.78499678 0.83068362 0.78154412 0.75998963 0.75957957 0.85051666 0.80011333 0.84290312 0.80244944 0.88047610 0.78876212 0.89951504 0.80108371 0.79589784 0.83618855 0.78229402 0.81129318 0.81977553 0.79071046 0.81255254 0.82839370 0.84289991 0.82509819 0.92116616 0.87636450 0.83183863 0.86818987 0.81964421 0.80483275 0.81372630 0.81733383 0.88748502 0.88047563 0.78944082 0.89840758 0.78727346 0.82813879 0.88788062 0.79843584 0.82151774 0.86291011 0.88985136 0.76451890 0.84696722 0.87508026 0.77179712 0.80300457 0.82778336 0.83982581 0.82149309 0.79256564 0.79604342 0.83699444 0.78556809 0.77049580 0.80154721 0.85747498 0.76525416 0.86053484 0.79736894 0.74900413 0.79772623 0.78694486 0.80270467
